,ID,tweet
134,1333891194083045377,"RT @Foreverliyah_: HEY BABES ... the LAUNCH DATE for when my store will finally be opening is HERE ‼️ JANUARY 1, 2021 @8PM EST 🥂🍾 I NEED YO…"
135,1333891194053677059,Just posted a photo https://t.co/DvOgck6iHg
136,1333891192728195072,"Here’s an expression study I did between doing stuff teehee.
I probably spent about 40 minutes on average for each… https://t.co/MkKLbMXvT8"
137,1333891190001905672,RT @ZaynReport: Zayn and Gigi in August via Gigi Hadid’s Instagram. https://t.co/bmyTMsBg1S
138,1333891189251076098,RT @ZakCummings: Checked my calendar and I’m free that night. Keep my name out your mouth. I don’t do this shit for likes and followers. I’…
139,1333891189242818563,Just posted a photo https://t.co/NLbaNFZkNK
140,1333891186545864709,The opinions on Twitter are so different than the comments on Instagram.
141,1333891184964591618,So excited for my masks from @makemestudio - these are just the best and so fun and comfy!!!!! Thanks so much Melis… https://t.co/bPMAlBMJEl
142,1333891184544993280,Just posted a video https://t.co/DfzAniLrx3
143,1333891183207125000,@OriginalLJKR Brooo doing up Instagram baddie 😂😂😂😂
144,1333891181709705219,"RT @GameBlacksmith: 🖌️🎨Thanks for stopping by! See my customized game pieces and decorations at https://t.co/gVvd2rNhdy. 
Commissions are c…"
145,1333891178585055234,"RT @haruharu_w_bts: [slowrabbit_no1’s instagram]
i’m so happy to be with BTS, who makes a new history every time, since the beginning. the…"
146,1333891178429812743,Another nostalgic memory of home: a 1956 Porsche Speedster tree ornament... @ Porsche Stuttgart - Zuffenhausen https://t.co/pmxwF7lWpo
147,1333891177846857728,RT @kthdahyun: let’s just take a moment to appreciate dahyun’s instagram glow up https://t.co/egQyQMT7Ul
148,1333891177662312455,Gign #Instagram @comtedecagliostro https://t.co/912XLuO34e
149,1333891177070944256,"The Supreme Court is basically deciding if it’s cool for major US corporations to use slave labor, but yeah let’s f… https://t.co/6dmjQzoJIh"
150,1333891175569354758,"Just posted a photo @ Salt Lake City, Utah https://t.co/xIi1bBqiS9"
151,1333891175468703744,"Left: 245 pounds 9/27/20
Right: 229 pounds 11/25/20

https://t.co/lehwSBDu7I"
152,1333891174688493574,@dommylevyy @luci4chloe I recognized that Tom and Aimee are no longer following each other on Instagram.
153,1333891174059413505,"No evidence...
https://t.co/SpRZEMamUk"
154,1333891172939526145,Just posted a photo https://t.co/nGJD3XYi0M
155,1333891172796747777,I got a super bad craving for Mac and cheese bcuz i saw this on Instagram lol https://t.co/Lg11TWhjol
156,1333891172717244422,"Elizabeth, nurse obstetrician in the Peruvian Amazon, never stopped working to save lives, even while hospitalized… https://t.co/NP2URQFzrM"
157,1333891172209729542,Just posted a photo https://t.co/Ol24R2vyMs
158,1333891171823747072,Just posted a photo https://t.co/lxp2MdhJVc
159,1333891170779459586,"Great line detail here from the brow, to the back of the dress to the angle of the jaw. 

📸 @anna_zaharakis 
👗… https://t.co/zCZd71QGSI"
160,1333891169772732416,Just posted a photo @ Bates Goldsmiths https://t.co/oYwRY0iiXW
161,1333891167713419265,"RT @inZenSensei: Giveaway time!👍✨
✨Navaja Knife Case Hardened WW✨

How to enter:
1️⃣Follow me and @LotusElites on Twitter and retweet this…"
162,1333891167281299457,Just posted a photo https://t.co/VHMtqir6xk
163,1333891166450880515,Twitch takeover in 15 mins on @gamedaypr @gamedayesports  twitch page follow the team come have fun https://t.co/dP9sUPSoQY
164,1333891166006370308,"RT @haruharu_w_bts: [slowrabbit_no1’s instagram]
i’m so happy to be with BTS, who makes a new history every time, since the beginning. the…"
165,1333891165272371202,oh shit Skrillex and Avril Lavigne Collab Rumored After Instagram Story https://t.co/6w9W5uYaNL
166,1333891164936736769,@piccmeeprizes @HypeCheck instagram: g.javier21 https://t.co/jaCziGAmkm
167,1333891163653193728,Broken But Healed.  Love you all. https://t.co/FCLHFlyI3e
168,1333891162629959681,In the #throwback pic of #onthisday from #2Dec2019 #MEMORIES @Farah_Usaf #Twitter #instagram https://t.co/VdwLmh3WEu
169,1333891161539424265,Set up and ready to ROCK Might as Well!  5-9 @ Might as Well Wilmington https://t.co/R0xsjDuzq2
170,1333891161384046593,"3 #Generations, My #Mom Cathy Lashley Flagler and My #Daughter Trinitee Williams 🤎 @ Windsor, Connecticut https://t.co/BbuS8st4VF"
171,1333891159240871944,Sunset at 4:15pm :) I’ll be sleepy for bedtime around 7-ish. https://t.co/jIUpYbyOBb https://t.co/fRsA6G2D6h
172,1333891157932249088,Papa and his grand babies. ❤️ @kreck814 takes good pix! https://t.co/Rm1fxpXt5s
173,1333891156871155713,"Save the date for our Winter Concert! 🌟
-
-
#cusdlearns #scfullsteamahead #musicisessential #schsvapa… https://t.co/JQinZqUhHS"
174,1333891156736819201,RT @deadeyebrakeman: my Instagram targeted ads have gotten really weird https://t.co/bJPffGyQ9R
175,1333891153977028608,RT @daveyobrien: Hey @GoBearcatsFB and @GoBEARCATS fans! Vote for @ridder_desmond9 to be one of 16 semifinalists for the Davey O’Brien Nati…
176,1333891152022368258,This cheered me up so much! Love you @roperserumgard ❤️ #friends https://t.co/6eKorZemD0
177,1333891151716347911,Yesterday was a workout 💪🏼💦🙌🏼. Hope your day is well! Keep pushing forward! #doc #t1d #exercise #fit #fitness… https://t.co/ThvMpfZFXw
178,1333891150302773252,"RT @seketultapir: Giveaway‼️

Win yourself a duo pallete from @ifxcosmetics, Cheek Prism!

Just follow all the simple rules!

1. Follow htt…"
179,1333891149564669952,"Just posted a video @ London, United Kingdom https://t.co/5rwdWZt2ug"
180,1333891148625154049,"@nay_sue1 Once we get the little ones down for the evening, the last thing we want to do is to think up an Elf scen… https://t.co/qVevVgoSEQ"
181,1333891148117647362,Just posted a photo https://t.co/1ezRXjI6mj
182,1333891147572383745,"RT @Sxmto_: Instagram is really a different world man. Someone is called out for sexual harrassment/rape &amp; goes SM ghost  for a while, come…"
183,1333891147203309578,He ran away from me in the street cuz he loved the snow this was the outcome of me catching him 🤣🤣🤣 #ajZachariah #1… https://t.co/Qrz3vmrXnK
184,1333891147098320896,"Just posted a photo @ Calgary, Alberta https://t.co/eoxtiEFWko"
185,1333891145890455558,New Vegan menu in full effect. Come thru @osoyami808 #vegan 🤙🏼🌱🍔 @ Osoyami Bar and Grill https://t.co/enekMJNx2n
186,1333891145810792457,RT @ac13alex: Happy to help @thejimmyfund and @weeisports to #KCancer. Please consider contributing to this great cause on #GivingTuesday.…
187,1333891143721918465,Move bitch  get the way. 😂 https://t.co/4gQe1EA7WH
188,1333891139716321281,@CallmeRobK @PontiacMadeDDG Tory lanez ty dolla sign 42 dugg all confirmed the rest are accusations bc of then hang… https://t.co/qkdCseLtey
189,1333891139380928515,The way I’m finally posting on Instagram because I’m not concerned with likes anymore. https://t.co/2euyBV10Wd
190,1333891138986549248,Black People @ Ohio Basketball Club https://t.co/bZDKXIdORQ
191,1333891138051321860,"Tonight on AEW Dark on YouTube at 7pm

#joindarkorder 
#bornandbredforcombat 
#aewdark 
#aewontnt https://t.co/qGfaEu1ar4"
192,1333891137556373515,RT @FL0WERVOL6: niall horan when he goes live on instagram https://t.co/27HSJPMxLf
193,1333891136243511298,"RT @SlenderSherbet: ""wait, did i leave the iron on?"" 

📹: https://t.co/0sNIBCNtwz https://t.co/NElpAVcUC8"
194,1333891136205824007,@ReddSolo @instagram Did somebody report you or something?
195,1333891136075689986,"RT @RainforestClub: $20 giveaway!

Like + Retweet + follow

Also follow https://t.co/ePP4lK5tDC to win!

24 hours."
196,1333891135597633538,Instagram has totally changed how #watches are designed https://t.co/WCNsrnvdb5 #branding #marketing #innovation #design
197,1333891134943154176,Just posted a photo @ Steel City Salt Company https://t.co/8r2Qvod8Hr
